Dates,AreaName,RoadIntersectionName,TrafficVolume,AverageSpeed,TravelTimeIndex,CongestionLevel,RoadCapacityUtilization,IncidentReports,EnvironmentalImpact,PublicTransportUsage,TrafficSignalCompliance,ParkingUsage,PedestrianCyclistCount,WeatherConditions,RoadworkConstructionActivity,DayOfWeek,CongestionCategory,PeakHour,CongestionScore,AccidentRisk,WeatherGroup,UtilizationStatus
2023-06-02,Yeshwanthpur,Tumkur Road,30729,47.7,1.5,100,100,5,111.46,78.64,63.54,95.69,105,Clear,No,Friday,High,0,644.2138364779873,505,Clear,Over Utilized
2023-06-03,Indiranagar,100 Feet Road,50330,32.56,1.5,100,100,2,150.66,44.73,95.87,68.26,107,Clear,No,Saturday,High,0,1545.7616707616708,202,Clear,Over Utilized
2023-06-03,Indiranagar,CMH Road,39048,42.26,1.5,100,100,0,128.1,21.41,92.46,71.78,90,Fog,No,Saturday,High,0,923.9943208707998,0,Foggy,Over Utilized
2023-06-03,Whitefield,Marathahalli Bridge,14165,48.7,1.31,41.37,66.41,1,78.33,45.19,64.04,73.97,188,Fog,No,Saturday,High,0,290.86242299794657,42.37,Foggy,Over Utilized
2023-06-03,Koramangala,Sony World Junction,47971,29.75,1.5,100,100,4,145.94,27.89,78.13,78.56,88,Clear,No,Saturday,High,0,1612.4705882352941,404,Clear,Over Utilized
2023-06-03,Electronic City,Hosur Road,16754,46.39,1.35,56.07,81.04,0,83.51,73.12,60.99,57.14,90,Clear,No,Saturday,High,0,361.1554214270317,0,Clear,Over Utilized
2023-06-03,M.G. Road,Trinity Circle,26837,32.78,1.5,83.67,100,2,103.67,57.15,95.46,57.99,103,Clear,No,Saturday,High,0,818.7004270896888,169.34,Clear,Over Utilized
2023-06-03,M.G. Road,Anil Kumble Circle,12822,60.24,1.33,52.38,60.83,2,75.64,27.22,95.86,89.66,198,Fog,No,Saturday,High,0,212.84860557768923,106.76,Foggy,Over Utilized
2023-06-03,Hebbal,Hebbal Flyover,28767,34.32,1.5,100,100,0,107.53,68.6,61.35,84.39,118,Clear,No,Saturday,High,0,838.1993006993007,0,Clear,Over Utilized
2023-06-04,Indiranagar,100 Feet Road,59306,51.78,1.5,100,100,2,168.61,23.82,60.5,50.98,98,Clear,No,Sunday,High,0,1145.3456933178834,202,Clear,Over Utilized
2023-06-04,Whitefield,Marathahalli Bridge,17310,41.44,1.04,59.38,83.41,1,84.62,37.15,63.92,88.37,82,Clear,No,Sunday,High,0,417.71235521235525,60.38,Clear,Over Utilized
2023-06-04,Koramangala,Sony World Junction,50806,20,1.5,100,100,1,151.61,58.88,85.62,84.7,99,Clear,Yes,Sunday,High,0,2540.3,101,Clear,Over Utilized
2023-06-04,Koramangala,Sarjapur Road,63934,20,1.5,100,100,1,177.87,73.31,91.09,99.9,109,Clear,No,Sunday,High,0,3196.7,101,Clear,Over Utilized
2023-06-04,Electronic City,Hosur Road,19380,61.52,1.27,60.46,99.51,1,88.76,18.47,84.79,67.07,98,Rain,No,Sunday,High,0,315.0195058517555,61.46,Rainy,Over Utilized
2023-06-04,M.G. Road,Anil Kumble Circle,55660,45.26,1.5,100,100,2,161.32,22.32,60.67,86.97,115,Clear,No,Sunday,High,0,1229.7834732655767,202,Clear,Over Utilized
2023-06-04,Jayanagar,South End Circle,13205,38.94,1.17,42.39,64.44,1,76.41,79.37,80.71,90.92,211,Fog,No,Sunday,High,0,339.1114535182332,43.39,Foggy,Over Utilized
2023-06-04,Hebbal,Hebbal Flyover,32761,48.54,1.5,100,100,2,115.52,54.65,69.37,54.89,95,Overcast,No,Sunday,High,0,674.9278945199835,202,Other,Over Utilized
2023-06-04,Hebbal,Ballari Road,41923,20,1.5,100,100,1,133.85,28.09,83.06,60.88,95,Clear,No,Sunday,High,0,2096.15,101,Clear,Over Utilized
2023-06-05,Indiranagar,100 Feet Road,19479,20,1.02,71.88,100,2,88.96,25.5,60.03,67.72,88,Clear,No,Monday,High,0,973.95,145.76,Clear,Over Utilized
2023-06-05,Indiranagar,CMH Road,47933,39.79,1.5,100,100,2,145.87,45.53,70.16,68.08,108,Clear,Yes,Monday,High,0,1204.6494093993465,202,Clear,Over Utilized
2023-06-05,Whitefield,Marathahalli Bridge,28799,46.22,1.5,98.33,100,1,107.6,73.99,88.89,85.59,95,Fog,No,Monday,High,0,623.0852444829078,99.33,Foggy,Over Utilized
2023-06-05,Koramangala,Sony World Junction,58732,34.95,1.5,100,100,1,167.46,20.91,61.16,61.32,92,Rain,No,Monday,High,0,1680.4577968526464,101,Rainy,Over Utilized
2023-06-05,Electronic City,Hosur Road,20651,53.7,1.1,78.04,100,1,91.3,57.56,77.19,65.56,93,Clear,No,Monday,High,0,384.5623836126629,79.04,Clear,Over Utilized
2023-06-05,M.G. Road,Trinity Circle,40344,37.06,1.5,100,100,4,130.69,28.23,77.58,77.73,106,Clear,No,Monday,High,0,1088.6130599028602,404,Clear,Over Utilized
2023-06-05,M.G. Road,Anil Kumble Circle,37537,37.25,1.5,100,100,3,125.07,56.34,91.16,77.15,108,Clear,No,Monday,High,0,1007.7046979865772,303,Clear,Over Utilized
2023-06-05,Jayanagar,Jayanagar 4th Block,23747,46.17,1.21,75.64,100,3,97.49,38.91,99.28,67.08,87,Overcast,No,Monday,High,0,514.3383149231103,229.92000000000002,Other,Over Utilized
2023-06-05,Hebbal,Hebbal Flyover,11172,46.64,1.16,38.26,52.27,1,72.34,16.61,97.34,93.67,203,Clear,No,Monday,High,0,239.53687821612348,39.26,Clear,Over Utilized
2023-06-05,Yeshwanthpur,Yeshwanthpur Circle,28559,45.96,1.5,100,100,1,107.12,68.63,98.85,96.53,100,Overcast,No,Monday,High,0,621.3881636205396,101,Other,Over Utilized
2023-06-05,Yeshwanthpur,Tumkur Road,13722,49.67,1.07,50.45,72.41,0,77.44,27.6,96,50.66,222,Clear,No,Monday,High,0,276.2633380310046,0,Clear,Over Utilized
2023-06-06,Indiranagar,100 Feet Road,24294,57.01,1.14,85.26,100,1,98.59,50.78,87.13,55.82,103,Clear,No,Tuesday,High,0,426.13576565514825,86.26,Clear,Over Utilized
2023-06-06,Indiranagar,CMH Road,23303,47.66,1.3,69.65,100,1,96.61,62.66,98.14,68.67,115,Fog,No,Tuesday,High,0,488.94250944188,70.65,Foggy,Over Utilized
2023-06-06,Whitefield,ITPL Main Road,24743,48.5,1.1,89.97,100,1,99.49,71.97,63.72,99.71,95,Clear,No,Tuesday,High,0,510.16494845360825,90.97,Clear,Over Utilized
2023-06-06,Koramangala,Sony World Junction,66530,31.4,1.5,100,100,1,183.06,14.83,84.88,55.7,100,Clear,No,Tuesday,High,0,2118.7898089171977,101,Clear,Over Utilized
2023-06-06,Koramangala,Sarjapur Road,17078,45.09,1.27,63.92,89.34,1,84.16,24.29,65.07,80.45,122,Clear,No,Tuesday,High,0,378.75360390330445,64.92,Clear,Over Utilized
2023-06-06,Electronic City,Hosur Road,15738,41.79,1.25,61.79,74.99,1,81.48,18.09,78.36,74.44,104,Clear,No,Tuesday,High,0,376.59727207465903,62.79,Clear,Over Utilized
2023-06-06,Electronic City,Silk Board Junction,21058,46.41,1.02,64.02,100,0,92.12,33.72,63.54,75.72,86,Clear,No,Tuesday,High,0,453.7384184443008,0,Clear,Over Utilized
2023-06-06,M.G. Road,Trinity Circle,23545,44.36,1.16,72.29,100,2,97.09,56.26,96.72,96.15,95,Clear,No,Tuesday,High,0,530.770964833183,146.58,Clear,Over Utilized
2023-06-06,M.G. Road,Anil Kumble Circle,24607,38.25,1.11,72.4,100,4,99.21,50.99,97.86,77.68,101,Overcast,No,Tuesday,High,0,643.3202614379085,293.6,Other,Over Utilized
2023-06-06,Jayanagar,Jayanagar 4th Block,9305,37.01,1.25,25.8,48.71,0,68.61,31.35,62.46,77.51,191,Overcast,No,Tuesday,High,0,251.4185355309376,0,Other,Over Utilized
2023-06-06,Jayanagar,South End Circle,14374,54.31,1.14,40.71,70.23,0,78.75,78.93,93.52,89.65,202,Overcast,No,Tuesday,High,0,264.6658074019517,0,Other,Over Utilized
2023-06-06,Hebbal,Ballari Road,32904,35.36,1.5,100,100,2,115.81,33.05,64.85,53.7,99,Clear,No,Tuesday,High,0,930.5429864253393,202,Clear,Over Utilized
2023-06-07,Indiranagar,100 Feet Road,36597,25.03,1.5,100,100,4,123.19,59.86,69.88,92.35,98,Clear,No,Wednesday,High,0,1462.1254494606471,404,Clear,Over Utilized
2023-06-07,Indiranagar,CMH Road,50560,46.14,1.5,100,100,2,151.12,22.29,79.53,89.17,106,Clear,No,Wednesday,High,0,1095.795405288253,202,Clear,Over Utilized
2023-06-07,Whitefield,Marathahalli Bridge,16358,45.32,1.31,49.45,83.87,0,82.72,79.03,84.58,55.98,100,Overcast,No,Wednesday,High,0,360.9443954104148,0,Other,Over Utilized
2023-06-07,Whitefield,ITPL Main Road,32003,41.64,1.5,100,100,3,114.01,72.51,62.66,97.44,99,Overcast,No,Wednesday,High,0,768.5638808837656,303,Other,Over Utilized
2023-06-07,Koramangala,Sarjapur Road,43016,25.02,1.5,100,100,2,136.03,46.58,65.9,63.03,89,Windy,No,Wednesday,High,0,1719.2645883293364,202,Other,Over Utilized
2023-06-07,Electronic City,Silk Board Junction,19636,52.25,1.01,60.94,99.47,0,89.27,15.28,76.37,58.8,104,Windy,No,Wednesday,High,0,375.8086124401914,0,Other,Over Utilized
2023-06-07,M.G. Road,Trinity Circle,14297,41.66,1.18,40.48,71.37,0,78.59,45.13,75.65,82.39,210,Clear,No,Wednesday,High,0,343.1829092654825,0,Clear,Over Utilized
2023-06-07,M.G. Road,Anil Kumble Circle,42964,47.65,1.5,100,100,1,135.93,63.8,75.18,77.23,94,Fog,No,Wednesday,High,0,901.6579223504722,101,Foggy,Over Utilized
2023-06-07,Hebbal,Hebbal Flyover,38226,33.47,1.5,100,100,1,126.45,37.41,95.39,80.66,88,Overcast,No,Wednesday,High,0,1142.0974006573051,101,Other,Over Utilized
2023-06-08,Indiranagar,CMH Road,36000,42.17,1.5,100,100,0,122,66.89,88.5,56.7,107,Overcast,No,Thursday,High,0,853.6874555371116,0,Other,Over Utilized
2023-06-08,Whitefield,ITPL Main Road,27890,29.22,1.5,95.02,100,0,105.78,52.5,76.82,66.63,101,Clear,No,Thursday,High,0,954.4832306639289,0,Clear,Over Utilized
2023-06-08,Koramangala,Sarjapur Road,29305,61.7,1.5,94.45,100,2,108.61,30.97,67.57,71.77,101,Overcast,No,Thursday,High,0,474.95948136142624,190.9,Other,Over Utilized
2023-06-08,M.G. Road,Anil Kumble Circle,40155,37,1.5,100,100,6,130.31,32.67,82.31,50.18,112,Fog,No,Thursday,High,0,1085.2702702702702,606,Foggy,Over Utilized
2023-06-08,Jayanagar,Jayanagar 4th Block,23778,58.97,1.33,81.98,100,3,97.56,36.18,82.11,67.16,107,Clear,Yes,Thursday,High,0,403.2219772765813,248.94,Clear,Over Utilized
2023-06-08,Hebbal,Ballari Road,20267,55.29,1.17,76.28,100,0,90.53,70.12,65.99,58.74,82,Rain,No,Thursday,High,0,366.55814794718754,0,Rainy,Over Utilized
2023-06-08,Yeshwanthpur,Yeshwanthpur Circle,14975,68.11,1.02,58.62,77.46,0,79.95,47.55,74.97,72.76,204,Rain,No,Thursday,High,0,219.864924387021,0,Rainy,Over Utilized
2023-06-09,Indiranagar,100 Feet Road,24063,43.48,1.39,78.62,100,0,98.13,45.89,99.71,99.19,85,Clear,No,Friday,High,0,553.426862925483,0,Clear,Over Utilized
2023-06-09,Indiranagar,CMH Road,11531,44.99,1.25,39.6,56.45,0,73.06,79.31,66.71,86.55,206,Clear,No,Friday,High,0,256.30140031118026,0,Clear,Over Utilized
2023-06-09,Koramangala,Sarjapur Road,48287,29.66,1.5,100,100,2,146.57,58.05,83.55,66.42,92,Clear,No,Friday,High,0,1628.0175320296696,202,Clear,Over Utilized
2023-06-09,M.G. Road,Anil Kumble Circle,38540,20,1.5,100,100,0,127.08,76.43,60.82,54.5,91,Windy,No,Friday,High,0,1927,0,Other,Over Utilized
2023-06-09,Yeshwanthpur,Tumkur Road,13166,43.59,1.39,48.68,62.96,0,76.33,79.48,90.72,71.28,187,Rain,No,Friday,High,0,302.04175269557237,0,Rainy,Over Utilized
2023-06-10,Indiranagar,100 Feet Road,13380,33.25,1.37,52.19,68.79,1,76.76,27.16,64.97,59.08,167,Clear,No,Saturday,High,0,402.406015037594,53.19,Clear,Over Utilized
2023-06-10,Indiranagar,CMH Road,22729,37.87,1.17,79.89,100,2,95.46,13.34,96.27,89.38,106,Overcast,No,Saturday,High,0,600.184842883549,161.78,Other,Over Utilized
2023-06-10,Whitefield,Marathahalli Bridge,25458,36.22,1.5,83.93,100,1,100.92,64.79,64.97,58.75,103,Clear,Yes,Saturday,High,0,702.8713418001105,84.93,Clear,Over Utilized
2023-06-10,Electronic City,Hosur Road,21799,64.29,1.04,69.86,100,0,93.6,33.32,92.99,67.68,95,Fog,No,Saturday,High,0,339.07295069217605,0,Foggy,Over Utilized
2023-06-10,M.G. Road,Trinity Circle,37914,20,1.5,100,100,1,125.83,52.64,81.07,70.05,117,Windy,No,Saturday,High,0,1895.7,101,Other,Over Utilized
2023-06-10,Jayanagar,Jayanagar 4th Block,7259,37.46,1.02,15.63,33.04,0,64.52,75.47,86.31,69.92,213,Clear,No,Saturday,High,0,193.78003203416978,0,Clear,Over Utilized
2023-06-10,Hebbal,Ballari Road,28015,40.47,1.5,91.73,100,0,106.03,46.84,75.23,85.98,98,Clear,Yes,Saturday,High,0,692.2411662960218,0,Clear,Over Utilized
2023-06-11,Indiranagar,CMH Road,32926,46.41,1.5,100,100,2,115.85,43.5,95.67,97.96,97,Rain,No,Sunday,High,0,709.4591682826978,202,Rainy,Over Utilized
2023-06-11,Koramangala,Sarjapur Road,44493,43.7,1.5,100,100,1,138.99,57.73,74.82,69.08,119,Windy,No,Sunday,High,0,1018.1464530892448,101,Other,Over Utilized
2023-06-11,M.G. Road,Trinity Circle,26865,40.81,1.5,85.19,100,2,103.73,46.94,62.93,69.89,90,Clear,No,Sunday,High,0,658.2945356530262,172.38,Clear,Over Utilized
2023-06-11,M.G. Road,Anil Kumble Circle,43178,36.52,1.5,100,100,2,136.36,47.67,94.35,55.65,103,Clear,No,Sunday,High,0,1182.3110624315443,202,Clear,Over Utilized
2023-06-11,Jayanagar,Jayanagar 4th Block,33465,24.31,1.5,100,100,2,116.93,31.76,93.98,59.6,93,Clear,No,Sunday,High,0,1376.5939942410532,202,Clear,Over Utilized
2023-06-11,Jayanagar,South End Circle,32603,28.07,1.5,100,100,0,115.21,29.35,81.35,53.6,106,Fog,No,Sunday,High,0,1161.4891343070894,0,Foggy,Over Utilized
2023-06-11,Hebbal,Hebbal Flyover,47525,33.87,1.5,100,100,1,145.05,44.81,97.93,97.56,88,Fog,No,Sunday,High,0,1403.15913788013,101,Foggy,Over Utilized
2023-06-12,Indiranagar,100 Feet Road,35363,29.5,1.5,100,100,2,120.73,56.2,95.16,77.57,97,Clear,No,Monday,High,0,1198.7457627118645,202,Clear,Over Utilized
2023-06-12,Indiranagar,CMH Road,34643,40.42,1.5,100,100,2,119.29,63.13,70.98,66.49,101,Clear,No,Monday,High,0,857.0757050964869,202,Clear,Over Utilized
2023-06-12,Whitefield,Marathahalli Bridge,22610,52.06,1.24,82.65,100,3,95.22,54.1,62.57,83,109,Overcast,No,Monday,High,0,434.3065693430657,250.95000000000002,Other,Over Utilized
2023-06-12,Whitefield,ITPL Main Road,33464,27.1,1.5,100,100,1,116.93,50.22,96.98,92.57,112,Fog,No,Monday,High,0,1234.8339483394834,101,Foggy,Over Utilized
2023-06-12,Koramangala,Sarjapur Road,49748,33.92,1.5,100,100,1,149.5,36.75,96.83,87.2,96,Overcast,No,Monday,High,0,1466.627358490566,101,Other,Over Utilized
2023-06-12,M.G. Road,Trinity Circle,43860,39.39,1.5,100,100,6,137.72,28.2,70.42,54.71,97,Clear,No,Monday,High,0,1113.4805788271135,606,Clear,Over Utilized
2023-06-12,M.G. Road,Anil Kumble Circle,27274,31.66,1.5,99.44,100,5,104.55,14.93,85.6,75.42,94,Overcast,No,Monday,High,0,861.4655716993051,502.2,Other,Over Utilized
2023-06-12,Hebbal,Hebbal Flyover,8603,44.02,1.37,20.82,39.18,1,67.21,19.27,66.73,79.79,188,Overcast,No,Monday,High,0,195.43389368468877,21.82,Other,Over Utilized
2023-06-13,Indiranagar,100 Feet Road,33601,38.45,1.5,100,100,2,117.2,56.75,65.27,98.24,92,Overcast,No,Tuesday,High,0,873.8881664499349,202,Other,Over Utilized
2023-06-13,Indiranagar,CMH Road,45627,39.53,1.5,100,100,3,141.25,10.93,98.11,56.42,94,Clear,No,Tuesday,High,0,1154.2372881355932,303,Clear,Over Utilized
2023-06-13,Whitefield,Marathahalli Bridge,9204,61.57,1.29,33.04,45.44,0,68.41,25.41,63.35,93.04,208,Clear,No,Tuesday,High,0,149.4883872015592,0,Clear,Over Utilized
2023-06-13,Koramangala,Sarjapur Road,65844,44.29,1.5,100,100,2,181.69,66.79,82.55,70.69,115,Clear,No,Tuesday,High,0,1486.6561300519304,202,Clear,Over Utilized
2023-06-13,M.G. Road,Trinity Circle,40755,21.89,1.5,100,100,4,131.51,36.38,79.32,89.45,97,Windy,No,Tuesday,High,0,1861.8090452261306,404,Other,Over Utilized
2023-06-13,M.G. Road,Anil Kumble Circle,41268,43.38,1.5,100,100,1,132.54,27.54,63.85,90.33,95,Overcast,No,Tuesday,High,0,951.3139695712309,101,Other,Over Utilized
2023-06-13,Jayanagar,Jayanagar 4th Block,9409,26.84,1.07,32.1,45.17,1,68.82,12.73,78.92,66.7,195,Overcast,No,Tuesday,High,0,350.55886736214603,33.1,Other,Over Utilized
2023-06-13,Jayanagar,South End Circle,23591,43.19,1.4,69.18,100,1,97.18,21.01,77.46,74.12,105,Rain,No,Tuesday,High,0,546.2144014818246,70.18,Rainy,Over Utilized
2023-06-13,Yeshwanthpur,Tumkur Road,21636,60.08,1.16,69.52,100,0,93.27,31.27,83.11,89.32,106,Overcast,No,Tuesday,High,0,360.11984021304926,0,Other,Over Utilized
2023-06-14,Indiranagar,100 Feet Road,13192,54.16,1.31,47.25,62.19,0,76.38,60,91.93,51.63,183,Windy,No,Wednesday,High,0,243.57459379615955,0,Other,Over Utilized
2023-06-14,Indiranagar,CMH Road,24455,59.83,1.02,77.69,100,2,98.91,78.93,90.29,62.01,92,Clear,No,Wednesday,High,0,408.74143406317904,157.38,Clear,Over Utilized
2023-06-14,Whitefield,Marathahalli Bridge,19243,56.21,1.08,66.62,92.52,0,88.49,36.84,82.69,86.41,106,Rain,No,Wednesday,High,0,342.3412204234122,0,Rainy,Over Utilized
2023-06-14,Whitefield,ITPL Main Road,23135,46.68,1.04,68.59,100,0,96.27,10.77,86.27,88.17,86,Overcast,No,Wednesday,High,0,495.6083976006855,0,Other,Over Utilized
2023-06-14,Koramangala,Sony World Junction,43983,41.88,1.5,100,100,0,137.97,51.04,79.7,90.5,109,Clear,No,Wednesday,High,0,1050.214899713467,0,Clear,Over Utilized
2023-06-14,Koramangala,Sarjapur Road,29855,59.58,1.5,92.89,100,1,109.71,16.56,76.1,61.94,101,Windy,No,Wednesday,High,0,501.0909701242028,93.89,Other,Over Utilized
2023-06-14,M.G. Road,Trinity Circle,54728,25.41,1.5,100,100,3,159.46,49.62,73.77,96.54,97,Rain,No,Wednesday,High,0,2153.7977174340813,303,Rainy,Over Utilized
2023-06-14,M.G. Road,Anil Kumble Circle,41900,31.67,1.5,100,100,0,133.8,28.33,84.87,54.38,93,Rain,Yes,Wednesday,High,0,1323.018629617935,0,Rainy,Over Utilized
2023-06-14,Hebbal,Hebbal Flyover,43031,35.88,1.5,100,100,3,136.06,42.2,76.25,96.76,110,Clear,Yes,Wednesday,High,0,1199.303232998885,303,Clear,Over Utilized
2023-06-15,Indiranagar,100 Feet Road,20682,42.22,1.11,66.76,98.89,3,91.36,66.91,98.97,64.18,96,Rain,No,Thursday,High,0,489.86262434864994,203.28000000000003,Rainy,Over Utilized
2023-06-15,Indiranagar,CMH Road,21811,47.64,1.02,67.59,100,0,93.62,64.46,81.73,83.45,89,Clear,No,Thursday,High,0,457.82955499580186,0,Clear,Over Utilized
2023-06-15,Whitefield,Marathahalli Bridge,6430,55.66,1.36,28.06,35.83,1,62.86,14.45,62.59,90.09,206,Clear,No,Thursday,High,0,115.52281710384477,29.06,Clear,Over Utilized
2023-06-15,Whitefield,ITPL Main Road,24537,42.35,1.28,86.52,100,2,99.07,76.02,68.74,74.65,125,Clear,No,Thursday,High,0,579.3860684769776,175.04,Clear,Over Utilized
2023-06-15,Koramangala,Sony World Junction,44244,33.72,1.5,100,100,1,138.49,11.65,66.61,90.74,73,Rain,Yes,Thursday,High,0,1312.0996441281138,101,Rainy,Over Utilized
2023-06-15,Koramangala,Sarjapur Road,13587,34.31,1.25,45.27,69.72,3,77.17,79.32,72.88,63.84,196,Windy,No,Thursday,High,0,396.0069950451763,138.81,Other,Over Utilized
2023-06-15,Electronic City,Hosur Road,8550,32.84,1.1,35.5,40.55,0,67.1,43.55,96.94,81.45,193,Clear,Yes,Thursday,High,0,260.35322777101095,0,Clear,Over Utilized
2023-06-15,Jayanagar,Jayanagar 4th Block,30644,39.33,1.5,94.21,100,1,111.29,68.09,65.37,66.17,113,Clear,No,Thursday,High,0,779.1507754894483,95.21,Clear,Over Utilized
2023-06-15,Jayanagar,South End Circle,8087,52.9,1.19,18.85,42.54,1,66.17,15.83,97.8,72.35,176,Clear,No,Thursday,High,0,152.8733459357278,19.85,Clear,Over Utilized
2023-06-15,Hebbal,Hebbal Flyover,38869,20.83,1.5,100,100,5,127.74,17.31,86.94,63.53,83,Fog,No,Thursday,High,0,1866.0105616898704,505,Foggy,Over Utilized
2023-06-15,Yeshwanthpur,Tumkur Road,25400,31.16,1.5,80.8,100,2,100.8,57.97,83.34,99.57,110,Fog,No,Thursday,High,0,815.1476251604621,163.6,Foggy,Over Utilized
2023-06-16,Indiranagar,CMH Road,22779,35.48,1,79.13,100,3,95.56,36.51,80.63,77.27,93,Clear,No,Friday,High,0,642.0236753100339,240.39,Clear,Over Utilized
2023-06-16,Whitefield,Marathahalli Bridge,14442,50.08,1.26,51.46,67.86,0,78.88,42.65,93.42,86.62,219,Clear,No,Friday,High,0,288.3785942492013,0,Clear,Over Utilized
2023-06-16,Koramangala,Sarjapur Road,29834,20,1.5,96.7,100,3,109.67,66.91,90.23,85.01,105,Overcast,No,Friday,High,0,1491.7,293.1,Other,Over Utilized
2023-06-16,M.G. Road,Trinity Circle,41935,32.55,1.5,100,100,1,133.87,10.81,80.35,95.06,102,Windy,No,Friday,High,0,1288.325652841782,101,Other,Over Utilized
2023-06-16,M.G. Road,Anil Kumble Circle,37009,27.54,1.5,100,100,1,124.02,72.02,61.37,86.78,101,Clear,No,Friday,High,0,1343.8271604938273,101,Clear,Over Utilized
2023-06-16,Hebbal,Hebbal Flyover,31023,44.86,1.5,100,100,2,112.05,70.54,69.72,92.39,94,Clear,Yes,Friday,High,0,691.5514935354436,202,Clear,Over Utilized
2023-06-16,Hebbal,Ballari Road,29610,22.98,1.5,100,100,2,109.22,12.39,68.87,84.24,76,Overcast,Yes,Friday,High,0,1288.5117493472585,202,Other,Over Utilized
2023-06-16,Yeshwanthpur,Tumkur Road,6347,50.19,1.03,21.02,27.26,0,62.69,66.02,80.03,94.84,213,Fog,Yes,Friday,High,0,126.45945407451684,0,Foggy,Over Utilized
2023-06-17,Indiranagar,100 Feet Road,38900,31.85,1.5,100,100,3,127.8,53.66,66.05,65.66,108,Overcast,No,Saturday,High,0,1221.3500784929356,303,Other,Over Utilized
2023-06-17,Indiranagar,CMH Road,21964,59.45,1.09,77.09,100,4,93.93,55.12,88.33,50.85,105,Windy,No,Saturday,High,0,369.4533221194281,312.36,Other,Over Utilized
2023-06-17,Whitefield,Marathahalli Bridge,7162,43.66,1.16,29.08,37.42,2,64.32,33.88,85.91,65.51,218,Clear,Yes,Saturday,High,0,164.04031149793863,60.16,Clear,Over Utilized
2023-06-17,Whitefield,ITPL Main Road,14388,41.72,1.18,43.34,69.66,0,78.78,69.77,90.47,94.19,208,Overcast,No,Saturday,High,0,344.8705656759348,0,Other,Over Utilized
2023-06-17,Koramangala,Sony World Junction,60249,27.17,1.5,100,100,1,170.5,26.56,83.3,92.79,97,Clear,No,Saturday,High,0,2217.4825174825173,101,Clear,Over Utilized
2023-06-17,Koramangala,Sarjapur Road,60931,39.87,1.5,100,100,4,171.86,20.62,74.54,83.62,91,Clear,No,Saturday,High,0,1528.2417858038627,404,Clear,Over Utilized
2023-06-17,M.G. Road,Trinity Circle,39255,47.7,1.5,100,100,3,128.51,10.17,74.06,73.13,101,Clear,No,Saturday,High,0,822.9559748427672,303,Clear,Over Utilized
2023-06-17,Jayanagar,Jayanagar 4th Block,30444,43.94,1.5,100,100,2,110.89,64.16,90.54,94.82,109,Clear,No,Saturday,High,0,692.8538916704598,202,Clear,Over Utilized
2023-06-17,Jayanagar,South End Circle,38951,51.01,1.5,100,100,0,127.9,28.13,99.27,92.54,118,Clear,Yes,Saturday,High,0,763.5953734561851,0,Clear,Over Utilized
2023-06-17,Hebbal,Ballari Road,30817,33.54,1.5,100,100,3,111.63,34.39,71.79,84.56,98,Fog,No,Saturday,High,0,918.8133571854503,303,Foggy,Over Utilized
2023-06-18,Indiranagar,100 Feet Road,22672,27.84,1.27,84.9,100,0,95.34,31.4,61.96,53.08,87,Clear,No,Sunday,High,0,814.3678160919541,0,Clear,Over Utilized
2023-06-18,Indiranagar,CMH Road,39987,22.59,1.5,100,100,3,129.97,47.72,89.68,94.42,88,Clear,No,Sunday,High,0,1770.1195219123506,303,Clear,Over Utilized
2023-06-18,Whitefield,Marathahalli Bridge,15808,44.01,1.35,55.09,78.25,1,81.62,74.95,90.35,51.03,99,Clear,No,Sunday,High,0,359.1910929334242,56.09,Clear,Over Utilized
2023-06-18,Koramangala,Sarjapur Road,32770,47.11,1.5,100,100,3,115.54,12.5,63.62,88.99,100,Rain,No,Sunday,High,0,695.6060284440671,303,Rainy,Over Utilized
2023-06-18,Electronic City,Hosur Road,14609,44.01,1.01,39.05,68.38,0,79.22,26.2,69.89,81.61,189,Overcast,No,Sunday,High,0,331.9472847080209,0,Other,Over Utilized
2023-06-18,M.G. Road,Trinity Circle,26934,36.98,1.5,92.09,100,1,103.87,55.7,73.08,73.5,108,Fog,No,Sunday,High,0,728.3396430502975,93.09,Foggy,Over Utilized
2023-06-18,Jayanagar,Jayanagar 4th Block,15454,44.54,1.32,43.44,73.13,0,80.91,26.67,86.46,84.24,102,Rain,No,Sunday,High,0,346.9690166142793,0,Rainy,Over Utilized
2023-06-18,Jayanagar,South End Circle,29000,39.57,1.5,90.71,100,1,108,30.74,92.5,66.71,89,Clear,No,Sunday,High,0,732.8784432650998,91.71,Clear,Over Utilized
2023-06-18,Hebbal,Ballari Road,11515,44.51,1.38,29.89,59.66,0,73.03,12.38,73.39,78.69,204,Overcast,Yes,Sunday,High,0,258.7059087845428,0,Other,Over Utilized
2023-06-18,Yeshwanthpur,Yeshwanthpur Circle,26831,35.14,1.5,92.57,100,1,103.66,69,75.15,93.22,95,Clear,No,Sunday,High,0,763.5458167330677,93.57,Clear,Over Utilized
2023-06-19,Indiranagar,100 Feet Road,24668,42.24,1.11,76.85,100,4,99.34,51.17,86.3,66.3,88,Fog,Yes,Monday,High,0,583.9962121212121,311.4,Foggy,Over Utilized
2023-06-19,Indiranagar,CMH Road,37049,32.23,1.5,100,100,1,124.1,48.93,91.7,64.55,92,Clear,No,Monday,High,0,1149.5190816009929,101,Clear,Over Utilized
