Dates,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
2023-08-12,Indiranagar,100 Feet Road,37319,26.18,1.50,100.00,100.00,1,124.64,66.77,81.88,76.82,102,Overcast,No
2023-08-12,Indiranagar,CMH Road,42635,33.08,1.50,100.00,100.00,0,135.27,21.34,60.97,87.22,100,Clear,No
2023-08-12,Whitefield,ITPL Main Road,12376,28.91,1.26,33.51,64.44,0,74.75,20.54,91.78,54.01,209,Fog,No
2023-08-12,Koramangala,Sony World Junction,31386,29.08,1.50,96.76,100.00,4,112.77,32.58,83.42,78.77,107,Overcast,No
2023-08-12,M.G. Road,Trinity Circle,53962,40.81,1.50,100.00,100.00,5,157.92,47.47,92.97,63.30,96,Windy,No
2023-08-12,M.G. Road,Anil Kumble Circle,42182,38.56,1.50,100.00,100.00,0,134.36,64.95,86.10,57.07,107,Clear,No
2023-08-12,Jayanagar,Jayanagar 4th Block,31430,22.69,1.50,100.00,100.00,2,112.86,59.47,99.02,99.92,103,Overcast,No
2023-08-12,Jayanagar,South End Circle,18903,30.06,1.10,62.57,96.67,1,87.81,65.77,65.11,97.18,108,Clear,No
2023-08-12,Yeshwanthpur,Tumkur Road,23383,51.76,1.37,79.81,100.00,2,96.77,52.91,71.56,84.73,89,Fog,No
2023-08-13,Indiranagar,100 Feet Road,23928,59.58,1.28,82.57,100.00,3,97.86,29.53,84.84,63.03,88,Clear,No
2023-08-13,Indiranagar,CMH Road,35384,45.41,1.50,100.00,100.00,0,120.77,66.97,98.99,67.03,105,Rain,No
2023-08-13,Whitefield,Marathahalli Bridge,7324,45.73,1.40,24.45,40.63,0,64.65,19.51,93.63,61.89,164,Clear,No
2023-08-13,Whitefield,ITPL Main Road,23394,40.17,1.28,70.78,100.00,1,96.79,52.43,96.00,82.59,117,Fog,No
2023-08-13,Koramangala,Sony World Junction,33821,39.90,1.50,100.00,100.00,3,117.64,60.11,87.23,53.12,91,Clear,No
2023-08-13,Koramangala,Sarjapur Road,29422,43.16,1.50,100.00,100.00,2,108.84,78.93,73.78,82.68,106,Clear,No
2023-08-13,M.G. Road,Anil Kumble Circle,40151,20.45,1.50,100.00,100.00,4,130.30,20.90,63.50,96.62,100,Fog,No
2023-08-13,Jayanagar,South End Circle,16577,31.40,1.01,58.59,83.44,0,83.15,67.74,92.91,55.93,90,Clear,No
2023-08-13,Yeshwanthpur,Yeshwanthpur Circle,23049,35.65,1.09,67.11,100.00,0,96.10,54.03,89.84,90.69,99,Fog,No
2023-08-13,Yeshwanthpur,Tumkur Road,21536,44.52,1.09,70.08,100.00,1,93.07,44.25,85.26,80.84,109,Clear,No
2023-08-14,Indiranagar,100 Feet Road,23687,43.90,1.21,83.49,100.00,1,97.37,51.06,63.73,98.33,85,Clear,No
2023-08-14,Indiranagar,CMH Road,32747,34.82,1.50,100.00,100.00,1,115.49,25.41,98.80,98.25,120,Windy,No
2023-08-14,Whitefield,Marathahalli Bridge,13317,43.47,1.03,34.59,65.37,1,76.63,55.19,92.72,77.65,202,Clear,No
2023-08-14,Koramangala,Sony World Junction,16225,46.51,1.21,52.77,85.49,0,82.45,19.67,87.41,55.44,87,Clear,No
2023-08-14,Koramangala,Sarjapur Road,27336,20.00,1.50,93.69,100.00,0,104.67,52.42,62.62,57.69,104,Overcast,No
2023-08-14,M.G. Road,Trinity Circle,55736,26.08,1.50,100.00,100.00,2,161.47,65.91,69.17,66.34,101,Clear,No
2023-08-14,Jayanagar,Jayanagar 4th Block,25188,29.89,1.50,78.69,100.00,1,100.38,17.84,78.11,52.87,101,Overcast,No
2023-08-14,Jayanagar,South End Circle,18208,29.94,1.06,51.00,87.66,0,86.42,10.77,94.29,79.18,105,Clear,Yes
2023-08-14,Hebbal,Hebbal Flyover,48827,26.27,1.50,100.00,100.00,3,147.65,58.76,87.03,53.51,90,Clear,No
2023-08-15,Indiranagar,100 Feet Road,34375,42.46,1.50,100.00,100.00,0,118.75,73.74,87.27,92.05,105,Clear,No
2023-08-15,Indiranagar,CMH Road,34896,35.51,1.50,100.00,100.00,1,119.79,66.28,81.26,54.43,106,Clear,No
2023-08-15,Whitefield,ITPL Main Road,27874,41.93,1.50,86.48,100.00,0,105.75,49.37,79.57,50.31,96,Clear,No
2023-08-15,Koramangala,Sony World Junction,41972,20.00,1.50,100.00,100.00,5,133.94,26.19,93.91,97.86,108,Overcast,Yes
2023-08-15,Electronic City,Hosur Road,7118,53.03,1.25,20.73,31.76,1,64.24,63.18,98.30,99.84,196,Clear,No
2023-08-15,M.G. Road,Trinity Circle,24410,46.70,1.35,81.43,100.00,0,98.82,17.91,93.10,84.95,96,Fog,No
2023-08-15,Jayanagar,Jayanagar 4th Block,18691,48.77,1.26,72.09,93.74,1,87.38,38.46,76.91,91.56,114,Overcast,No
2023-08-15,Jayanagar,South End Circle,36117,24.90,1.50,100.00,100.00,0,122.23,13.88,95.78,75.92,121,Clear,No
2023-08-15,Yeshwanthpur,Yeshwanthpur Circle,22885,54.94,1.07,74.13,100.00,2,95.77,39.05,98.68,52.34,95,Clear,No
2023-08-15,Yeshwanthpur,Tumkur Road,22383,55.64,1.27,83.42,100.00,2,94.77,66.52,80.40,67.25,92,Clear,No
2023-08-16,Indiranagar,100 Feet Road,22320,41.33,1.14,82.65,100.00,0,94.64,63.49,90.71,87.97,103,Clear,No
2023-08-16,Indiranagar,CMH Road,12980,42.95,1.38,48.14,62.16,2,75.96,46.53,73.84,92.60,191,Clear,No
2023-08-16,Whitefield,Marathahalli Bridge,25855,44.75,1.50,90.95,100.00,0,101.71,71.60,87.93,89.49,127,Overcast,No
2023-08-16,Electronic City,Hosur Road,13226,44.14,1.02,42.94,68.04,1,76.45,28.87,69.36,91.37,215,Clear,No
2023-08-16,M.G. Road,Anil Kumble Circle,39677,39.37,1.50,100.00,100.00,1,129.35,17.36,82.01,66.45,102,Windy,No
2023-08-16,Jayanagar,South End Circle,20011,33.72,1.37,59.08,100.00,0,90.02,32.52,67.20,94.41,96,Clear,No
2023-08-16,Hebbal,Hebbal Flyover,18187,29.22,1.03,51.66,95.86,1,86.37,27.13,69.30,72.03,97,Clear,No
2023-08-16,Hebbal,Ballari Road,10097,45.21,1.34,23.76,51.24,0,70.19,63.79,70.11,62.19,192,Clear,No
2023-08-17,Indiranagar,100 Feet Road,38297,26.46,1.50,100.00,100.00,3,126.59,25.04,83.37,51.86,91,Clear,No
2023-08-17,Indiranagar,CMH Road,10852,43.70,1.34,34.44,51.58,0,71.70,35.60,78.40,86.29,200,Clear,No
2023-08-17,Koramangala,Sarjapur Road,39676,46.37,1.50,100.00,100.00,4,129.35,27.34,93.80,69.81,114,Clear,No
2023-08-17,Electronic City,Silk Board Junction,14036,51.92,1.33,38.26,74.60,1,78.07,15.94,80.39,62.21,188,Clear,Yes
2023-08-17,M.G. Road,Trinity Circle,22992,50.83,1.03,69.35,100.00,1,95.98,43.19,94.93,53.98,93,Overcast,No
2023-08-17,M.G. Road,Anil Kumble Circle,43210,28.88,1.50,100.00,100.00,0,136.42,26.48,85.88,64.66,87,Rain,Yes
2023-08-17,Jayanagar,South End Circle,19880,65.72,1.40,57.29,100.00,0,89.76,71.78,87.76,88.12,109,Overcast,No
2023-08-17,Hebbal,Ballari Road,38377,40.26,1.50,100.00,100.00,4,126.75,69.99,77.34,71.73,100,Windy,No
2023-08-17,Yeshwanthpur,Yeshwanthpur Circle,14127,54.15,1.00,48.73,71.12,0,78.25,20.43,63.72,76.06,201,Clear,No
2023-08-18,Indiranagar,CMH Road,25251,32.09,1.50,93.05,100.00,0,100.50,40.98,97.31,94.48,115,Overcast,No
2023-08-18,Koramangala,Sony World Junction,46075,38.25,1.50,100.00,100.00,1,142.15,45.07,70.57,93.92,101,Overcast,Yes
2023-08-18,M.G. Road,Trinity Circle,12480,37.45,1.25,33.21,59.23,0,74.96,56.95,73.85,63.76,155,Clear,No
2023-08-18,M.G. Road,Anil Kumble Circle,36232,24.73,1.50,100.00,100.00,1,122.46,28.20,90.22,83.24,84,Clear,No
2023-08-18,Jayanagar,Jayanagar 4th Block,22353,50.40,1.40,76.28,100.00,2,94.71,24.26,82.82,66.61,94,Overcast,No
2023-08-18,Hebbal,Ballari Road,28827,32.06,1.50,91.87,100.00,1,107.65,51.35,84.55,76.72,94,Clear,No
2023-08-18,Yeshwanthpur,Tumkur Road,19351,42.93,1.32,68.74,94.59,0,88.70,73.33,67.57,93.68,101,Clear,No
2023-08-19,Indiranagar,100 Feet Road,31910,50.75,1.50,100.00,100.00,2,113.82,30.13,68.79,96.97,103,Clear,No
2023-08-19,Indiranagar,CMH Road,26844,35.10,1.50,92.68,100.00,2,103.69,58.47,78.45,79.40,99,Clear,No
2023-08-19,Whitefield,Marathahalli Bridge,16313,41.53,1.05,60.82,80.20,0,82.63,38.68,65.98,92.45,89,Clear,Yes
2023-08-19,Koramangala,Sony World Junction,14761,53.73,1.17,49.10,71.05,0,79.52,27.50,93.44,91.31,199,Windy,No
2023-08-19,Koramangala,Sarjapur Road,26585,47.79,1.50,94.70,100.00,1,103.17,40.69,76.30,71.71,114,Fog,No
2023-08-19,M.G. Road,Trinity Circle,25815,38.98,1.50,82.12,100.00,5,101.63,17.65,67.51,62.15,91,Windy,No
2023-08-19,M.G. Road,Anil Kumble Circle,40510,39.32,1.50,100.00,100.00,2,131.02,62.90,87.61,73.69,112,Fog,No
2023-08-19,Jayanagar,Jayanagar 4th Block,19348,50.23,1.24,74.36,100.00,2,88.70,35.25,63.71,86.57,97,Fog,Yes
2023-08-19,Jayanagar,South End Circle,17403,66.31,1.38,53.15,83.05,0,84.81,25.75,69.45,68.95,102,Clear,No
2023-08-19,Hebbal,Hebbal Flyover,31566,33.65,1.50,96.60,100.00,1,113.13,70.95,78.78,75.51,97,Rain,No
2023-08-20,Indiranagar,100 Feet Road,37851,26.07,1.50,100.00,100.00,3,125.70,52.74,69.56,77.25,105,Clear,No
2023-08-20,Indiranagar,CMH Road,15011,34.80,1.14,45.55,77.46,0,80.02,18.66,78.53,86.32,94,Clear,No
2023-08-20,Whitefield,Marathahalli Bridge,15783,38.04,1.03,42.88,74.07,0,81.57,15.17,67.72,82.41,94,Clear,No
2023-08-20,Koramangala,Sarjapur Road,49257,41.72,1.50,100.00,100.00,0,148.51,66.45,63.09,80.26,100,Clear,No
2023-08-20,M.G. Road,Anil Kumble Circle,36343,43.28,1.50,100.00,100.00,0,122.69,71.88,76.10,72.67,113,Clear,No
2023-08-20,Jayanagar,Jayanagar 4th Block,43257,53.61,1.50,100.00,100.00,1,136.51,16.54,77.59,95.64,98,Overcast,No
2023-08-20,Jayanagar,South End Circle,14803,38.78,1.10,44.23,72.71,2,79.61,23.75,93.97,71.49,199,Clear,No
2023-08-20,Hebbal,Hebbal Flyover,28042,20.00,1.50,90.38,100.00,4,106.08,58.06,85.49,63.19,116,Overcast,No
2023-08-20,Hebbal,Ballari Road,35058,38.76,1.50,100.00,100.00,1,120.12,39.88,95.24,54.26,125,Fog,No
2023-08-21,Indiranagar,100 Feet Road,11500,52.53,1.25,43.84,61.48,2,73.00,53.69,60.59,54.23,196,Clear,No
2023-08-21,Indiranagar,CMH Road,33911,34.41,1.50,100.00,100.00,0,117.82,13.56,63.49,84.58,123,Overcast,No
2023-08-21,Whitefield,Marathahalli Bridge,21905,58.49,1.36,68.58,100.00,0,93.81,20.38,98.99,79.41,111,Clear,No
2023-08-21,Koramangala,Sony World Junction,30798,22.53,1.50,97.61,100.00,0,111.60,27.95,79.32,89.80,96,Clear,Yes
2023-08-21,Koramangala,Sarjapur Road,28725,20.63,1.50,86.91,100.00,1,107.45,34.05,74.71,90.63,93,Clear,No
2023-08-21,M.G. Road,Trinity Circle,12444,51.84,1.04,44.70,59.40,0,74.89,59.55,64.11,56.39,207,Clear,No
2023-08-21,M.G. Road,Anil Kumble Circle,40421,24.50,1.50,100.00,100.00,1,130.84,42.61,72.40,61.47,100,Clear,No
2023-08-21,Jayanagar,Jayanagar 4th Block,16344,35.24,1.18,62.93,83.31,0,82.69,50.07,66.15,94.26,98,Rain,No
2023-08-21,Jayanagar,South End Circle,39824,23.57,1.50,100.00,100.00,2,129.65,51.80,99.37,83.61,108,Clear,No
2023-08-21,Hebbal,Hebbal Flyover,22530,26.34,1.00,81.80,100.00,1,95.06,40.21,62.72,50.56,109,Overcast,No
2023-08-21,Yeshwanthpur,Yeshwanthpur Circle,8874,32.64,1.08,37.00,42.21,0,67.75,33.61,99.82,67.33,190,Clear,No
2023-08-22,Indiranagar,100 Feet Road,22030,56.16,1.32,65.93,100.00,0,94.06,71.54,71.36,92.19,85,Clear,No
2023-08-22,Indiranagar,CMH Road,52996,34.48,1.50,100.00,100.00,4,155.99,27.21,69.82,98.64,95,Clear,No
2023-08-22,Koramangala,Sony World Junction,15712,57.38,1.07,54.78,82.82,0,81.42,78.21,71.85,80.38,93,Clear,No
2023-08-22,Koramangala,Sarjapur Road,31101,20.15,1.50,100.00,100.00,1,112.20,29.39,73.73,53.32,84,Clear,No
2023-08-22,M.G. Road,Trinity Circle,40303,37.12,1.50,100.00,100.00,2,130.61,76.49,89.06,86.23,88,Clear,No
2023-08-22,M.G. Road,Anil Kumble Circle,25183,25.10,1.50,86.79,100.00,4,100.37,65.84,95.36,92.45,100,Fog,No
2023-08-22,Jayanagar,Jayanagar 4th Block,37526,34.95,1.50,100.00,100.00,1,125.05,25.44,96.87,80.02,110,Clear,No
2023-08-22,Hebbal,Hebbal Flyover,27415,41.85,1.50,81.82,100.00,3,104.83,20.21,68.62,59.26,106,Clear,No
2023-08-22,Hebbal,Ballari Road,42707,24.79,1.50,100.00,100.00,2,135.41,45.02,86.53,87.18,115,Clear,No
2023-08-22,Yeshwanthpur,Tumkur Road,14495,57.42,1.06,54.09,73.34,0,78.99,41.48,97.16,87.57,195,Clear,No
2023-08-23,Indiranagar,100 Feet Road,47373,24.27,1.50,100.00,100.00,1,144.75,20.92,89.83,69.07,86,Windy,No
2023-08-23,Indiranagar,CMH Road,56361,52.95,1.50,100.00,100.00,3,162.72,18.45,88.69,95.28,104,Clear,No
2023-08-23,Whitefield,Marathahalli Bridge,28420,29.40,1.50,98.20,100.00,0,106.84,66.10,72.98,99.62,94,Clear,No
2023-08-23,Whitefield,ITPL Main Road,16935,48.48,1.03,47.70,87.60,1,83.87,10.48,92.52,83.28,82,Clear,No
2023-08-23,Koramangala,Sony World Junction,32693,42.22,1.50,100.00,100.00,1,115.39,19.53,94.69,56.39,103,Windy,No
2023-08-23,Koramangala,Sarjapur Road,41135,46.42,1.50,100.00,100.00,1,132.27,41.43,72.54,65.84,98,Clear,No
2023-08-23,M.G. Road,Trinity Circle,26840,27.19,1.50,97.58,100.00,1,103.68,17.74,85.12,70.02,99,Clear,Yes
2023-08-23,M.G. Road,Anil Kumble Circle,42202,33.65,1.50,100.00,100.00,1,134.40,59.62,82.48,68.65,99,Fog,No
2023-08-23,Hebbal,Hebbal Flyover,19000,45.59,1.27,72.93,98.28,3,88.00,41.27,86.41,78.63,112,Clear,No
2023-08-23,Yeshwanthpur,Yeshwanthpur Circle,21447,41.80,1.21,76.33,100.00,3,92.89,45.50,85.88,79.97,104,Clear,No
2023-08-23,Yeshwanthpur,Tumkur Road,13812,62.71,1.20,40.99,65.73,0,77.62,14.04,66.38,90.93,197,Clear,No
2023-08-24,Indiranagar,100 Feet Road,37184,45.60,1.50,100.00,100.00,2,124.37,67.50,81.19,66.31,89,Clear,No
2023-08-24,Indiranagar,CMH Road,38235,30.09,1.50,100.00,100.00,2,126.47,15.48,82.75,90.81,104,Overcast,No
2023-08-24,Whitefield,ITPL Main Road,24237,43.19,1.13,73.34,100.00,3,98.47,70.53,62.74,56.07,91,Fog,No
2023-08-24,Koramangala,Sony World Junction,50094,58.96,1.50,100.00,100.00,2,150.19,77.31,92.33,72.35,103,Clear,No
2023-08-24,Electronic City,Hosur Road,15382,51.68,1.26,46.26,78.45,0,80.76,27.14,95.39,76.50,113,Rain,No
2023-08-24,M.G. Road,Anil Kumble Circle,24334,57.11,1.38,87.20,100.00,3,98.67,12.91,71.82,50.62,93,Rain,No
2023-08-24,Jayanagar,Jayanagar 4th Block,15951,29.15,1.20,47.14,79.40,0,81.90,14.45,68.54,96.70,91,Rain,No
2023-08-24,Jayanagar,South End Circle,36101,34.28,1.50,100.00,100.00,3,122.20,53.81,72.99,81.32,88,Clear,No
2023-08-24,Hebbal,Hebbal Flyover,30308,24.19,1.50,94.65,100.00,1,110.62,77.50,68.06,94.74,97,Clear,No
2023-08-24,Hebbal,Ballari Road,42595,26.34,1.50,100.00,100.00,3,135.19,47.75,70.90,59.23,115,Overcast,No
2023-08-24,Yeshwanthpur,Yeshwanthpur Circle,25014,43.82,1.50,77.97,100.00,0,100.03,23.62,60.14,65.79,117,Clear,No
2023-08-24,Yeshwanthpur,Tumkur Road,15293,40.71,1.07,54.47,76.36,1,80.59,33.90,81.63,74.94,96,Clear,No
2023-08-25,Indiranagar,100 Feet Road,43778,47.84,1.50,100.00,100.00,1,137.56,17.72,83.72,53.60,105,Clear,No
2023-08-25,Indiranagar,CMH Road,26084,72.90,1.50,84.14,100.00,1,102.17,48.76,69.81,57.51,74,Clear,Yes
2023-08-25,Whitefield,Marathahalli Bridge,30900,25.87,1.50,93.12,100.00,3,111.80,56.57,78.89,87.40,103,Fog,No
2023-08-25,M.G. Road,Trinity Circle,23471,56.09,1.12,74.35,100.00,2,96.94,62.52,78.70,84.44,107,Overcast,No
2023-08-25,Jayanagar,South End Circle,27207,39.96,1.50,93.00,100.00,2,104.41,34.50,66.68,60.71,80,Clear,No
2023-08-25,Hebbal,Hebbal Flyover,32934,56.38,1.50,100.00,100.00,3,115.87,17.60,85.48,92.57,105,Rain,No
2023-08-25,Hebbal,Ballari Road,21292,51.01,1.03,61.31,100.00,0,92.58,22.00,67.89,75.47,90,Clear,No
2023-08-25,Yeshwanthpur,Yeshwanthpur Circle,18279,39.27,1.14,56.08,90.73,1,86.56,22.83,63.21,98.39,102,Clear,No
2023-08-26,Indiranagar,100 Feet Road,34852,27.37,1.50,100.00,100.00,3,119.70,78.13,80.50,97.36,108,Clear,No
2023-08-26,Indiranagar,CMH Road,37418,54.11,1.50,100.00,100.00,0,124.84,18.67,83.95,87.79,125,Clear,No
2023-08-26,Whitefield,Marathahalli Bridge,20966,66.48,1.09,62.73,100.00,1,91.93,61.54,98.50,89.60,88,Clear,No
2023-08-26,Koramangala,Sony World Junction,62636,36.69,1.50,100.00,100.00,4,175.27,57.33,88.40,87.67,110,Overcast,No
2023-08-26,Koramangala,Sarjapur Road,64203,21.98,1.50,100.00,100.00,1,178.41,73.62,90.13,50.71,81,Fog,No
2023-08-26,M.G. Road,Anil Kumble Circle,58576,51.46,1.50,100.00,100.00,2,167.15,48.02,62.89,51.07,91,Rain,No
2023-08-26,Jayanagar,Jayanagar 4th Block,16475,61.41,1.15,54.24,78.52,0,82.95,52.23,84.34,79.51,90,Overcast,No
2023-08-26,Jayanagar,South End Circle,32528,52.31,1.50,100.00,100.00,3,115.06,74.18,67.39,85.95,97,Clear,No
2023-08-26,Hebbal,Ballari Road,8541,55.65,1.11,30.39,39.65,1,67.08,32.75,64.62,64.83,208,Clear,No
2023-08-26,Yeshwanthpur,Yeshwanthpur Circle,14973,45.00,1.39,49.48,77.91,0,79.95,62.62,86.12,84.86,197,Clear,No
2023-08-27,Indiranagar,100 Feet Road,41526,37.50,1.50,100.00,100.00,1,133.05,73.88,79.91,72.85,101,Clear,No
2023-08-27,Indiranagar,CMH Road,33281,48.29,1.50,100.00,100.00,1,116.56,58.88,77.81,57.99,100,Clear,No
2023-08-27,Koramangala,Sony World Junction,46299,44.03,1.50,100.00,100.00,4,142.60,30.40,86.15,50.48,91,Clear,No
2023-08-27,Koramangala,Sarjapur Road,31457,41.08,1.50,100.00,100.00,1,112.91,41.39,67.01,95.34,102,Clear,No
2023-08-27,M.G. Road,Anil Kumble Circle,53106,37.60,1.50,100.00,100.00,0,156.21,71.44,93.82,68.87,84,Windy,No
2023-08-27,Jayanagar,Jayanagar 4th Block,35721,49.56,1.50,100.00,100.00,1,121.44,38.22,69.35,66.99,106,Fog,No
2023-08-27,Jayanagar,South End Circle,26630,20.00,1.50,82.63,100.00,2,103.26,25.76,70.56,86.91,104,Rain,No
2023-08-27,Hebbal,Hebbal Flyover,23500,49.87,1.00,72.06,100.00,1,97.00,52.97,96.15,65.12,109,Clear,No
2023-08-27,Yeshwanthpur,Yeshwanthpur Circle,34000,30.08,1.50,100.00,100.00,2,118.00,61.34,98.30,90.18,94,Clear,No
2023-08-27,Yeshwanthpur,Tumkur Road,31666,38.71,1.50,100.00,100.00,2,113.33,54.93,66.60,50.73,101,Clear,No
2023-08-28,Indiranagar,100 Feet Road,22337,38.23,1.03,79.60,100.00,1,94.67,75.40,87.54,59.59,97,Clear,No
2023-08-28,Indiranagar,CMH Road,35060,64.07,1.50,100.00,100.00,5,120.12,43.18,91.12,79.57,90,Fog,No
2023-08-28,Whitefield,Marathahalli Bridge,17133,56.61,1.10,54.96,83.64,3,84.27,56.27,70.70,87.41,114,Overcast,No
2023-08-28,Koramangala,Sony World Junction,66958,40.23,1.50,100.00,100.00,1,183.92,76.42,82.24,89.14,105,Windy,No
2023-08-28,Koramangala,Sarjapur Road,60076,35.79,1.50,100.00,100.00,0,170.15,54.62,93.48,91.46,84,Overcast,No
2023-08-28,M.G. Road,Trinity Circle,56511,43.91,1.50,100.00,100.00,0,163.02,20.54,70.86,79.28,108,Clear,No
2023-08-28,M.G. Road,Anil Kumble Circle,39271,25.01,1.50,100.00,100.00,0,128.54,40.11,76.82,96.04,98,Clear,No
2023-08-28,Jayanagar,Jayanagar 4th Block,26407,25.00,1.50,81.34,100.00,4,102.81,20.51,94.70,82.49,105,Windy,No
2023-08-28,Jayanagar,South End Circle,25665,26.85,1.50,81.68,100.00,5,101.33,52.25,71.93,52.94,110,Overcast,No
2023-08-28,Hebbal,Hebbal Flyover,31384,46.58,1.50,100.00,100.00,4,112.77,48.51,71.56,69.78,84,Clear,No
2023-08-28,Yeshwanthpur,Yeshwanthpur Circle,24337,48.05,1.10,78.58,100.00,0,98.67,67.85,71.88,67.63,101,Clear,No
2023-08-29,Indiranagar,100 Feet Road,21274,20.00,1.34,68.16,100.00,0,92.55,56.34,83.30,74.49,91,Clear,No
2023-08-29,Indiranagar,CMH Road,45405,40.08,1.50,100.00,100.00,3,140.81,14.28,83.88,93.23,101,Clear,No
2023-08-29,Whitefield,Marathahalli Bridge,27802,30.47,1.50,99.15,100.00,1,105.60,79.84,86.16,61.21,115,Clear,No
2023-08-29,Whitefield,ITPL Main Road,8449,46.52,1.33,34.38,44.99,0,66.90,23.33,72.57,58.64,217,Overcast,No
2023-08-29,Koramangala,Sony World Junction,61041,48.86,1.50,100.00,100.00,0,172.08,72.87,69.61,76.16,121,Rain,No
2023-08-29,Koramangala,Sarjapur Road,44971,24.41,1.50,100.00,100.00,0,139.94,34.67,62.21,57.28,102,Clear,No
2023-08-29,Electronic City,Hosur Road,19325,46.40,1.30,57.84,93.69,0,88.65,39.85,95.79,79.84,90,Fog,No
2023-08-29,M.G. Road,Trinity Circle,36612,35.35,1.50,100.00,100.00,1,123.22,10.07,92.83,60.56,114,Clear,No
2023-08-29,M.G. Road,Anil Kumble Circle,36036,42.59,1.50,100.00,100.00,2,122.07,47.56,70.29,70.80,101,Clear,No
2023-08-29,Jayanagar,South End Circle,15690,27.30,1.02,57.07,83.37,1,81.38,77.28,76.31,69.36,111,Clear,No
2023-08-29,Hebbal,Ballari Road,38145,37.91,1.50,100.00,100.00,0,126.29,52.31,63.08,56.81,92,Clear,No
2023-08-29,Yeshwanthpur,Yeshwanthpur Circle,13714,39.35,1.34,51.71,67.12,2,77.43,77.47,90.83,55.73,213,Clear,No
2023-08-30,Indiranagar,100 Feet Road,10587,50.17,1.22,31.65,54.16,0,71.17,20.39,90.10,76.94,192,Clear,No
2023-08-30,Indiranagar,CMH Road,26619,32.54,1.50,98.15,100.00,2,103.24,17.05,84.32,75.54,105,Windy,No
2023-08-30,Koramangala,Sony World Junction,37612,23.75,1.50,100.00,100.00,3,125.22,40.68,66.10,78.95,97,Clear,No
2023-08-30,Koramangala,Sarjapur Road,43513,25.53,1.50,100.00,100.00,3,137.03,47.47,94.47,53.02,113,Overcast,No
2023-08-30,Electronic City,Silk Board Junction,20229,43.34,1.31,74.77,100.00,2,90.46,30.78,75.71,76.95,87,Clear,No
2023-08-30,M.G. Road,Trinity Circle,41070,39.34,1.50,100.00,100.00,1,132.14,57.63,87.47,50.20,89,Clear,No
2023-08-30,M.G. Road,Anil Kumble Circle,61554,26.38,1.50,100.00,100.00,1,173.11,36.92,88.39,68.31,92,Clear,No
2023-08-30,Jayanagar,South End Circle,27228,32.57,1.50,84.71,100.00,1,104.46,46.10,84.40,64.96,88,Clear,Yes
2023-08-30,Hebbal,Ballari Road,29798,25.25,1.50,100.00,100.00,1,109.60,31.64,74.51,88.17,91,Overcast,No
2023-08-30,Yeshwanthpur,Tumkur Road,15322,51.98,1.13,50.22,81.10,1,80.64,37.08,99.06,70.35,100,Clear,No
2023-08-31,Indiranagar,100 Feet Road,34362,32.88,1.50,100.00,100.00,1,118.72,27.23,76.14,89.87,109,Clear,Yes
2023-08-31,Indiranagar,CMH Road,23930,32.35,1.38,77.98,100.00,2,97.86,16.30,63.70,88.45,112,Clear,No
2023-08-31,Koramangala,Sarjapur Road,28243,46.36,1.50,100.00,100.00,1,106.49,64.88,64.99,96.60,97,Fog,No
2023-08-31,M.G. Road,Trinity Circle,32546,38.89,1.50,100.00,100.00,4,115.09,10.75,94.81,62.27,98,Rain,No
2023-08-31,M.G. Road,Anil Kumble Circle,40479,29.07,1.50,100.00,100.00,1,130.96,37.13,65.40,95.43,96,Rain,No
2023-08-31,Hebbal,Ballari Road,8926,22.29,1.15,35.31,47.34,0,67.85,36.87,68.50,52.33,170,Clear,No
2023-08-31,Yeshwanthpur,Yeshwanthpur Circle,31762,42.03,1.50,100.00,100.00,0,113.52,14.07,99.57,68.65,78,Overcast,No
2023-09-01,Indiranagar,100 Feet Road,47965,31.64,1.50,100.00,100.00,0,145.93,16.09,80.31,67.42,107,Clear,No
2023-09-01,Whitefield,ITPL Main Road,17156,57.63,1.27,65.62,85.22,0,84.31,79.31,78.18,54.88,101,Clear,No
2023-09-01,Koramangala,Sony World Junction,14226,51.52,1.33,55.55,67.18,0,78.45,74.77,90.83,51.94,185,Overcast,No
2023-09-01,Electronic City,Hosur Road,17319,46.19,1.08,63.57,83.23,1,84.64,46.43,68.07,70.85,104,Fog,No
2023-09-01,Electronic City,Silk Board Junction,13089,55.40,1.14,53.06,69.34,1,76.18,31.61,97.58,72.17,200,Clear,No
2023-09-01,M.G. Road,Trinity Circle,38965,25.50,1.50,100.00,100.00,5,127.93,34.38,62.37,76.79,91,Clear,No
2023-09-01,Jayanagar,Jayanagar 4th Block,37527,28.60,1.50,100.00,100.00,1,125.05,22.91,87.96,54.79,119,Clear,No
2023-09-02,Indiranagar,CMH Road,26601,20.00,1.50,94.10,100.00,0,103.20,71.38,93.99,54.38,112,Overcast,No
2023-09-02,Whitefield,Marathahalli Bridge,18708,44.28,1.11,60.17,89.95,0,87.42,73.14,87.23,83.70,92,Overcast,No
2023-09-02,Whitefield,ITPL Main Road,28901,30.88,1.50,92.37,100.00,0,107.80,67.61,69.55,65.70,96,Overcast,Yes
